MGPI	MGP Ingredients Inc.	Consumer Staples	Beverages (Production/Distribution)	351190846
MGRC	McGrath RentCorp Common Stock	Consumer Discretionary	Diversified Commercial Services	2725659734
MGTX	MeiraGTx Holdings plc Ordinary Shares	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1334037214
MH	McGraw Hill Inc. Common Stock	Consumer Discretionary	Publishing	2546320314
MITK	Mitek Systems Inc. Common Stock	Technology	Computer peripheral equipment	837922485
MKTW	MarketWise Inc. Class A Common Stock	Technology	Computer Software: Prepackaged Software	294036400
MLAB	Mesa Laboratories Inc. Common Stock	Industrials	Industrial Machinery/Components	715040141
MLR	Miller Industries Inc. Common Stock	Consumer Discretionary	Construction/Ag Equipment/Trucks	636403435
MLTX	MoonLake Immunotherapeutics Class A Ordinary Shares	Health Care	Biotechnology: Pharmaceutical Preparations	1277451342
MLYS	Mineralys Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2493958226
MNKD	MannKind Corporation Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1305470605
MNPR	Monopar Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	789082940
MNRO	Monro Inc. Common Stock	Consumer Discretionary	Automotive Aftermarket	415499357
MNTK	Montauk Renewables Inc. Common Stock	Utilities	Natural Gas Distribution	317420740
MNTN	MNTN Inc. Class A Common Stock	Consumer Discretionary	Advertising	968700961
MNTS	Momentus Inc. Class A Common Stock	Industrials	Military/Government/Technical	91807016
MOBI	Mobia Medical Inc. Common Stock	Health Care	Medical/Dental Instruments	387175446
MOV	Movado Group Inc. Common Stock	Consumer Discretionary	Consumer Specialties	757946963
MOVE	Corvex Inc. Common Stock	Technology	EDP Services	465080534
MPLT	MapLight Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	601064920
MPTI	M-tron Industries Inc. Common Stock	Technology	Industrial Machinery/Components	324116715
MQ	Marqeta Inc. Class A Common Stock	Technology	Computer Software: Prepackaged Software	1725958668
MRAM	Everspin Technologies Inc. Common Stock	Technology	Semiconductors	398609647
MRBK	Meridian Corporation Common Stock	Finance	Major Banks	236314441
MRDN	Meridian Holdings Inc. Common Stock	Technology	Computer Software: Prepackaged Software	171671440
MRLN	Merlin Inc. Common Stock	Technology	EDP Services	338577076
MRVI	Maravai LifeSciences Holdings Inc. Class A Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1900810935
MTRX	Matrix Service Company Common Stock	Consumer Discretionary	Engineering & Construction	298781487
MTW	Manitowoc Company Inc. (The) Common Stock	Industrials	Construction/Ag Equipment/Trucks	772086756
MYE	Myers Industries Inc. Common Stock	Industrials	Plastic Products	1196630807
MYFW	First Western Financial Inc. Common Stock	Finance	Major Banks	306234445
MYGN	Myriad Genetics Inc. Common Stock	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	305122368
NAGE	Niagen Bioscience Inc. Common Stock	Health Care	 Medicinal Chemicals and Botanical Products 	250829426
NAKA	Nakamoto Inc. Common Stock	Health Care	Medical/Nursing Services	145485887
NATH	Nathan's Famous Inc. Common Stock	Consumer Discretionary	Restaurants	404316211
NATR	Nature's Sunshine Products Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	246689190
NB	NioCorp Developments Ltd. Common Stock	Basic Materials	Metal Mining	601274508
NC	NACCO Industries Inc. Common Stock	Energy	Coal Mining	316432921
NCDL	Nuveen Churchill Direct Lending Corp. Common Stock	Other		618326054
NCMI	National CineMedia Inc. Common Stock	Consumer Discretionary	Advertising	233294699
NCNO	nCino Inc. Common Stock	Technology	Computer Software: Prepackaged Software	2444620343
NEOV	NeoVolta Inc. Common Stock	Miscellaneous	Industrial Machinery/Components	227212133
NEWT	NewtekOne Inc. Common Stock	Finance	Major Banks	359326054
NEXT	NextDecade Corporation Common Stock	Utilities	Oil & Gas Production	1953801078
NGS	Natural Gas Services Group Inc. Common Stock	Energy	Oilfield Services/Equipment	468594694
NGVC	Natural Grocers by Vitamin Cottage Inc. Common Stock	Consumer Staples	Food Chains	643670618
NHP	National Healthcare Properties Inc. Class A Common Stock	Real Estate	Real Estate Investment Trusts	1181058991
NKTR	Nektar Therapeutics  Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2533068725
NKTX	Nkarta Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	209144390
NLOP	Net Lease Office Properties Common Shares of Beneficial Interest	Real Estate	Real Estate Investment Trusts	162954825
NMAD	Nomad Power Solutions Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	64887304
NMAX	Newsmax Inc. Class B Common Stock	Industrials	Broadcasting	1372977656
NMFC	New Mountain Finance Corporation Common Stock	Finance	Finance/Investors Services	706503877
NMRK	Newmark Group Inc. Class A Common Stock	Finance	Real Estate	2763736562
NN	NextNav Inc. Common Stock	Industrials	Industrial Machinery/Components	2562534434
NNBR	NN Inc. Common Stock	Industrials	Industrial Machinery/Components	302245962
NNE	Nano Nuclear Energy Inc. Common Stock	Utilities	Electric Utilities: Central	951531147
NPCE	Neuropace Inc. Common Stock	Health Care	Medical/Dental Instruments	511431683
NPKI	NPK International Inc. Common Stock	Industrials	Misc Corporate Leasing Services	1122508799
NRC	NRC Health Common Stock	Health Care	Biotechnology: Commercial Physical & Biological Resarch	476234256
NRDS	NerdWallet Inc. Class A Common Stock	Technology	EDP Services	631560959
NREF	NexPoint Real Estate Finance Inc. Common Stock	Real Estate	Real Estate Investment Trusts	335306436
NRGV	Energy Vault Holdings Inc. Common Stock	Miscellaneous	Industrial Machinery/Components	698263949
NRIX	Nurix Therapeutics Inc. Common stock	Health Care	Biotechnology: Pharmaceutical Preparations	2712853194
NRP	Natural Resource Partners LP Limited Partnership	Energy	Coal Mining	1506836853
NRXP	NRX Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	151102227
NTGR	NETGEAR Inc. Common Stock	Utilities	Telecommunications Equipment	579184938
NTHI	NeOnc Technologies Holdings Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	130459916
NTLA	Intellia Therapeutics Inc. Common Stock	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	1785214069
NTRB	Nutriband Inc. Common Stock	Health Care	Industrial Specialties	72571219
NUAI	New Era Energy & Digital Inc. Common Stock	Energy	Oil & Gas Production	576486024
NUCL	Eagle Nuclear Energy Corp. Common stock	Basic Materials	Other Metals and Minerals	199959434
NUS	Nu Skin Enterprises Inc. Common Stock	Health Care	Other Pharmaceuticals	235594909
NUTX	Nutex Health Inc. Common Stock	Consumer Discretionary	Business Services	1323302303
NUVB	Nuvation Bio Inc. Class A Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2391149217
NVA	Nova Minerals Corp Common Stock	Basic Materials	Precious Metals	2764802884
NVCT	Nuvectis Pharma Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	798718476
NVEC	NVE Corporation Common Stock	Technology	Semiconductors	485651466
NVRI	Enviri Corporation Common Stock	Miscellaneous	Diversified Commercial Services	644708022
NWPX	NWPX Infrastructure Inc. Common Stock	Industrials	Steel/Iron Ore	1037685725
NXDR	Nextdoor Holdings Inc. Class A Common Stock	Technology	Computer Software: Programming Data Processing	866540420
NXH	Neighborhood Intelligence Inc. Common Stock	Consumer Discretionary	Catalog/Specialty Distribution	377215848
NXP	Nuveen Select Tax Free Income Portfolio Common Stock	Finance	Trusts Except Educational Religious and Charitable	656123564
OABI	OmniAb Inc. Common Stock	Health Care	Biotechnology: Commercial Physical & Biological Resarch	629540423
OBIO	Orchestra BioMed Holdings Inc. Ordinary Shares	Health Care	 Medicinal Chemicals and Botanical Products 	305333649
OBX	Obsidian Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1039019774
OCC	Optical Cable Corporation Common Stock	Industrials	Telecommunications Equipment	122255224
OCSL	Oaktree Specialty Lending Corporation Common Stock	Finance	Finance: Consumer Services	1150396930
OCUL	Ocular Therapeutix Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2336712836
ODC	Oil-Dri Corporation Of America Common Stock	Consumer Discretionary	Miscellaneous manufacturing industries	1273524647
ODTX	Odyssey Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1382163237
OESX	Orion Energy Systems Inc. Common Stock	Consumer Discretionary	Building Products	102232150
OFRM	Once Upon a Farm PBC Common Stock	Consumer Staples	Packaged Foods	733156801
OIS	Oil States International Inc. Common Stock	Consumer Discretionary	Oil and Gas Field Machinery	528426142
OKUR	OnKure Therapeutics Inc. Class A Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	144976786
OLMA	Olema Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	940599275
OLP	One Liberty Properties Inc. Common Stock	Real Estate	Real Estate Investment Trusts	522054574
OMDA	Omada Health Inc. Common Stock	Health Care	Medical/Nursing Services	1393904327
OMER	Omeros Corporation Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1371758588
ONEW	OneWater Marine Inc. Class A Common Stock	Consumer Discretionary	Auto & Home Supply Stores	211653361
ONIT	Onity Group Inc. Common Stock	Finance	Finance: Consumer Services	296251279
ONT	Onterris Inc. Common Stock	Consumer Discretionary	Professional Services	626846018
OOMA	Ooma Inc. Common Stock	Technology	EDP Services	638000000
OPFI	OppFi Inc. Class A Common Stock	Finance	Finance: Consumer Services	632245193
OPRX	OptimizeRx Corporation Common Stock	Consumer Discretionary	Business Services	148238934
OPTX	Syntec Optics Holdings Inc. Class A Common Stock	Technology	Electronic Components	304918676
OPXS	Optex Systems Holdings Inc. Common Stock	Technology	Electronic Components	71617093
OPY	Oppenheimer Holdings Inc. Class A Common Stock (DE)	Finance	Investment Bankers/Brokers/Service	1315906734
ORC	Orchid Island Capital Inc. Common Stock	Real Estate	Real Estate Investment Trusts	1307402519
ORIC	Oric Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1332973156
ORN	Orion Group Holdings Inc. Common	Industrials	Military/Government/Technical	375796291
ORRF	Orrstown Financial Services Inc. Common Stock	Finance	Major Banks	848350969
OSG	Octave Specialty Group Inc. Common Stock	Finance	Property-Casualty Insurers	223905885
OSPN	OneSpan Inc. Common Stock	Technology	EDP Services	615431289
OSS	One Stop Systems Inc. Common Stock	Technology	Computer Manufacturing	248653096
OSUR	OraSure Technologies Inc. Common Stock	Health Care	Medical/Dental Instruments	240010822
OUST	Ouster Inc. Common Stock	Industrials	Industrial Machinery/Components	2627052291
OVBC	Ohio Valley Banc Corp. Common Stock	Finance	Major Banks	220757507
OVID	Ovid Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	546834000
OWLT	Owlet Inc. Class A Common Stock	Industrials	Industrial Machinery/Components	145523951
OXM	Oxford Industries Inc. Common Stock	Industrials	Garments and Clothing	460917871
PACK	Ranpak Holdings Corp Class A Common Stock	Consumer Discretionary	Containers/Packaging	389342632
PAL	Proficient Auto Logistics Inc. Common Stock	Consumer Discretionary	Transportation Services	143630966
PALI	Palisade Bio Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	364225466
PANL	Pangaea Logistics Solutions Ltd. Common Shares	Consumer Discretionary	Marine Transportation	559800751
PAR	PAR Technology Corporation Common Stock	Miscellaneous	Office Equipment/Supplies/Services	817740737
PAYS	Paysign Inc. Common Stock	Technology	EDP Services	759415998
PBYI	Puma Biotechnology Inc Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	492971630
PCT	PureCycle Technologies Inc. Common stock	Industrials	Major Chemicals	1283781736
PCYO	Pure Cycle Corporation Common Stock	Utilities	Water Supply	269649570
PD	PagerDuty Inc. Common Stock	Technology	Computer Software: Prepackaged Software	1071211270
PDEX	Pro-Dex Inc. Common Stock	Health Care	Medical/Dental Instruments	234380438
PDLB	Ponce Financial Group Inc. Common Stock	Finance	Savings Institutions	501173309
PDYN	Palladyne AI Corp. Common Stock	Technology	Computer Software: Prepackaged Software	281722892
PEPG	PepGen Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	215397098
PESI	Perma-Fix Environmental Services Inc. Common Stock	Industrials	Environmental Services	396783164
PEW	GrabAGun Digital Holdings Inc. Common Stock	Consumer Discretionary	Other Specialty Stores	69356579
PFIS	Peoples Financial Services Corp. Common Stock	Finance	Major Banks	719044662
PFLT	PennantPark Floating Rate Capital Ltd. Common Stock	Finance	Finance: Consumer Services	733220251
PGEN	Precigen Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2542050254
PGY	Pagaya Technologies Ltd. Class A Ordinary Shares	Finance	Finance: Consumer Services	1917125872
PHAT	Phathom Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	768558873
PHR	Phreesia Inc. Common Stock	Consumer Discretionary	Business Services	676222066
PKE	Park Aerospace Corp. Common Stock	Industrials	Military/Government/Technical	680377880
PKOH	Park-Ohio Holdings Corp. Common Stock	Industrials	Industrial Specialties	673495665
PLAY	Dave & Buster's Entertainment Inc. Common Stock	Consumer Discretionary	Restaurants	303357412
PLCE	Children's Place Inc. (The) Common Stock	Consumer Discretionary	Clothing/Shoe/Accessory Stores	62486158
PLOW	Douglas Dynamics Inc. Common Stock	Industrials	Construction/Ag Equipment/Trucks	976159046
PLPC	Preformed Line Products Company Common Stock	Industrials	Water Sewer Pipeline Comm & Power Line Construction	1947902913
PMTS	CPI Card Group Inc. Common Stock	Consumer Discretionary	Publishing	325626093
PNNT	PennantPark Investment Corporation Common Stock	Finance	Finance: Consumer Services	244207392
PNRG	PrimeEnergy Resources Corporation Common Stock	Energy	Oil & Gas Production	343978110
PNTG	The Pennant Group Inc. Common Stock 	Health Care	Medical/Nursing Services	1327304812
POWW	Outdoor Holding Company Common Stock	Industrials	Ordnance And Accessories	251753325
PPHC	Public Policy Holding Company Inc. Common Stock	Other		267685396
PPIH	Perma-Pipe International Holdings Inc. Common Stock	Industrials	Pollution Control Equipment	230607735
PRAA	PRA Group Inc. Common Stock	Finance	Finance Companies	716065074
PRCH	Porch Group Inc. Common Stock	Technology	Computer Software: Prepackaged Software	2365066869
PRCT	PROCEPT BioRobotics Corporation Common Stock	Health Care	Medical/Dental Instruments	1303548479
PRLD	Prelude Therapeutics Incorporated Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	435727028
PRME	Prime Medicine Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	671094367
PROK	ProKidney Corp. Class A Ordinary Shares	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	607668537
PROV	Provident Financial Holdings Inc. Common Stock	Finance	Savings Institutions	116575015
PRTA	Prothena Corporation plc Ordinary Shares	Health Care	Biotechnology: Pharmaceutical Preparations	504129085
PRTH	Priority Technology Holdings Inc. Common Stock	Consumer Discretionary	Business Services	457544065
PRTS	CarParts.com Inc. Common Stock	Consumer Discretionary	Auto & Home Supply Stores	75008518
PSIX	Power Solutions International Inc. Common Stock	Industrials	Industrial Machinery/Components	933920071
PSNL	Personalis Inc. Common Stock	Health Care	Medical Specialities	1836957798
PSUS	Pershing Square USA Ltd. Common Shares	Other		1019327000
PTLO	Portillo's Inc. Class A Common Stock	Consumer Discretionary	Restaurants	335669050
PUBM	PubMatic Inc. Class A Common Stock	Technology	Computer Software: Programming Data Processing	751576007
PUMP	ProPetro Holding Corp. Common Stock	Energy	Oilfield Services/Equipment	1408790328
PURR	Hyperliquid Strategies Inc Common Stock	Finance	Finance: Consumer Services	2409661931
PUSA	Aureus Greenway Holdings Inc. Common Stock	Consumer Discretionary	Hotels/Resorts	99691253
PVLA	Palvella Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2265577917
PWP	Perella Weinberg Partners Class A Common Stock	Finance	Finance: Consumer Services	1601246825
PXED	Phoenix Education Partners Inc. Common Stock	Real Estate	Other Consumer Services	1037443481
PYXS	Pyxis Oncology Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	324457315
QCRH	QCR Holdings Inc. Common Stock	Finance	Major Banks	1681611802
QMCO	Quantum Corporation Common Stock	Technology	Electronic Components	974609325
QMLS	QumulusAI Inc. Common Stock	Technology	EDP Services	197405239
QNBC	QNB Corp. Common Stock	Finance	Major Banks	274001082
QTRX	Quanterix Corporation Common Stock	Industrials	Biotechnology: Laboratory Analytical Instruments	127218345
QTTB	Q32 Bio Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	356935897
QUAD	Quad Graphics Inc Class A Common Stock	Consumer Discretionary	Publishing	550635931
QUBT	Quantum Computing Inc. Common Stock	Technology	Computer Software: Prepackaged Software	1813038357
QUIK	QuickLogic Corporation Common Stock	Technology	Semiconductors	197098893
QVCG	QVC Group Inc. Common Stock	Consumer Discretionary	Catalog/Specialty Distribution	135252444
RAIL	FreightCar America Inc. Common Stock	Industrials	Railroads	232818088
RAPP	Rapport Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2195966150
RARE	Ultragenyx Pharmaceutical Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1508409757
RCAT	Red Cat Holdings Inc. Common Stock	Technology	Computer Software: Prepackaged Software	1278219210
RCEL	Avita Medical Inc. Common Stock	Health Care	Medical/Dental Instruments	346380686
RCKT	Rocket Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	423729944
RCKY	Rocky Brands Inc. Common Stock	Consumer Discretionary	Shoe Manufacturing	330692952
RCMT	RCM Technologies Inc. Common Stock	Consumer Discretionary	Professional Services	291398904
RDI	Reading International Inc Class A Common Stock	Consumer Discretionary	Movies/Entertainment	53562897
RDIB	Reading International Inc Class B Common Stock	Consumer Discretionary	Movies/Entertainment	343123004
RDVT	Red Violet Inc. Common Stock 	Technology	Computer Software: Prepackaged Software	1221816677
RDW	Redwire Corporation Common Stock	Industrials	Military/Government/Technical	2632422173
REA	Rare Earths Americas Inc. Common Stock	Basic Materials	Metal Mining	234059153
REAL	The RealReal Inc. Common Stock	Consumer Discretionary	Other Specialty Stores	1199677194
REF	Reformation Inc. Common Stock	Consumer Discretionary	Apparel	871503853
REFI	Chicago Atlantic Real Estate Finance Inc. Common Stock	Real Estate	Real Estate Investment Trusts	280551549
RELL	Richardson Electronics Ltd. Common Stock	Technology	Electronic Components	257596898
REPL	Replimune Group Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1417063295
REPX	Riley Exploration Permian Inc. Common Stock	Energy	Oil & Gas Production	928908205
RFIL	RF Industries Ltd. Common Stock	Technology	Electrical Products	114046795
RGNX	REGENXBIO Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	590157936
RGP	Resources Connection Inc. Common Stock	Consumer Discretionary	Business Services	138980031
RGR	Sturm Ruger & Company Inc. Common Stock	Industrials	Ordnance And Accessories	615003073
RHLD	Resolute Holdings Management Common Stock 	Finance	Finance: Consumer Services	1068078481
RICK	RCI Hospitality Holdings Inc. Common Stock	Consumer Discretionary	Restaurants	224366075
RIGL	Rigel Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	909148981
RILY	BRC Group Holdings Inc. Common Stock	Finance	Investment Managers	282604278
RJET	Republic Airways Holdings Inc. Common Stock	Consumer Discretionary	Air Freight/Delivery Services	839005440
RLGT	Radiant Logistics Inc. Common Stock	Industrials	Integrated Freight & Logistics	395259261
RLMD	Relmada Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	472547418
RM	Regional Management Corp. Common Stock	Finance	Finance: Consumer Services	310724742
RMIX	Suncrete Inc. Class A Common Stock	Industrials	Building Materials	1227213428
RMNI	Rimini Street Inc. (DE) Common Stock	Consumer Discretionary	Business Services	467713560
RMR	The RMR Group Inc. Class A Common Stock	Consumer Discretionary	Professional Services	627168418
RNA	Atrium Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	242729074
RNAC	Cartesian Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	280467113
RNGR	Ranger Energy Services Inc. Class A Common Stock	Energy	Oilfield Services/Equipment	392685946
RNXT	RenovoRx Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	107859524
ROOT	Root Inc. Class A Common Stock	Finance	Property-Casualty Insurers	876763131
RPAY	Repay Holdings Corporation Class A Common Stock	Consumer Discretionary	Business Services	348659310
RPC	Ridgepost Capital Inc. Class A Common Stock	Finance	Investment Managers	937026740
RPD	Rapid7 Inc. Common Stock	Technology	Computer Software: Prepackaged Software	741407040
RRGB	Red Robin Gourmet Burgers Inc. Common Stock	Consumer Discretionary	Restaurants	160114779
RSKD	Riskified Ltd. Class A Ordinary Shares	Consumer Discretionary	Business Services	885140014
RTB	RTB Digital Inc. Common Stock	Consumer Discretionary	Professional Services	160253911
RVLV	Revolve Group Inc. Class A Common Stock	Consumer Discretionary	Catalog/Specialty Distribution	1517673717
RWAY	Runway Growth Finance Corp. Common Stock	Finance	Finance: Consumer Services	278700862
RXRX	Recursion Pharmaceuticals Inc. Class A Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1943292077
RXST	RxSight Inc. Common Stock	Health Care	Ophthalmic Goods	265157007
RXT	Rackspace Technology Inc. Common Stock	Technology	Computer Software: Programming Data Processing	813044392
RYAM	Rayonier Advanced Materials Inc. Common Stock	Basic Materials	Paper	574975768
RYZ	Ryerson Holding Corporation Common Stock	Industrials	Metal Fabrications	1365453560
RZLT	Rezolute Inc. Common Stock (NV)	Health Care	Biotechnology: Pharmaceutical Preparations	441018876
SANA	Sana Biotechnology Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1152538452
SAR	Saratoga Investment Corp New	Finance	Investment Managers	283667358
SBC	SBC Medical Group Holdings Incorporated Common Stock	Health Care	Medical/Nursing Services	423729405
SBET	Sharplink Inc. Common Stock	Technology	Computer Software: Prepackaged Software	1885500883
SBGI	Sinclair Inc. Class A Common Stock	Industrials	Broadcasting	998712409
SCM	Stellus Capital Investment Corporation Common Stock	Finance	Finance/Investors Services	250053847
SCTX	Scribe Therapeutics Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	542771266
SD	SandRidge Energy Inc. Common Stock	Energy	Oil & Gas Production	531288992
SDHC	Smith Douglas Homes Corp. Class A Common Stock	Consumer Discretionary	Homebuilding	569786151
SECZ	Securitize Corp. Common Stock	Finance	Finance: Consumer Services	1211431383
SEG	Seaport Entertainment Group Inc. Common Stock	Consumer Discretionary	Services-Misc. Amusement & Recreation	336378415
SENEA	Seneca Foods Corp. Class A Common Stock	Consumer Staples	Packaged Foods	1325046139
SENS	Senseonics Holdings Inc. Common Stock	Health Care	Medical/Dental Instruments	509177130
SEPN	Septerna Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1715377802
SERV	Serve Robotics Inc. Common Stock	Industrials	Industrial Machinery/Components	428768622
SEV	Aptera Motors Corp. Class B Common Stock	Industrials	Auto Manufacturing	93249188
SFIX	Stitch Fix Inc. Class A Common Stock	Consumer Discretionary	Catalog/Specialty Distribution	406948861
SG	Sweetgreen Inc. Class A Common Stock	Consumer Discretionary	Restaurants	814242595
SGHT	Sight Sciences Inc. Common Stock	Health Care	Medical/Dental Instruments	459984717
SGMT	Sagimet Biosciences Inc. Series A Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	673807279
SGP	SpyGlass Pharma Inc. Common Stock	Health Care	Medical/Dental Instruments	967984512
SGRY	Surgery Partners Inc. Common Stock	Health Care	Hospital/Nursing Management	1866894388
SHAZ	SharonAI Holdings Inc. Class A Common Stock	Technology	EDP Services	2002848070
SHLS	Shoals Technologies Group Inc. Class A Common Stock	Technology	Semiconductors	1199978644
SHOE	Shoe Station Group Inc. Common Stock	Consumer Discretionary	Clothing/Shoe/Accessory Stores	382018904
SI	Shoulder Innovations Inc. Common Stock	Health Care	Medical/Dental Instruments	423041206
SIBN	SI-BONE Inc. Common Stock	Health Care	Medical/Dental Instruments	829143638
SIDU	Sidus Space Inc. Class A Common Stock	Telecommunications	Telecommunications Equipment	209536425
SIF	SIFCO Industries Inc. Common Stock	Industrials	Aerospace	133525633
SIGA	SIGA Technologies Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	236385566
SIND	Sinda Ltd. Common Stock	Basic Materials	Precious Metals	2631164964
SION	Sionna Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	324625025
SITC	SITE Centers Corp. Common Stock	Real Estate	Real Estate Investment Trusts	150604223
SKWD	Skyward Specialty Insurance Group Inc. Common Stock	Finance	Property-Casualty Insurers	2545694909
SKYH	Sky Harbour Group Corporation Class A Common Stock	Finance	Real Estate	855477244
SLDB	Solid Biosciences Inc. Common Stock	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	1099058690
SLDE	Slide Insurance Holdings Inc. Common Stock	Finance	Property-Casualty Insurers	2881745108
SLDP	Solid Power Inc. Class A Common Stock	Miscellaneous	Industrial Machinery/Components	573875748
SLP	Simulations Plus Inc. Common Stock	Technology	EDP Services	372743764
SLRC	SLR Investment Corp. Common Stock	Finance	Finance/Investors Services	685751749
SLS	SELLAS Life Sciences Group Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	2798967527
SLSR	Solaris Resources Inc. Common Shares	Other		1359667570
SMA	SmartStop Self Storage REIT Inc. Common Stock	Real Estate	Real Estate Investment Trusts	1803918860
SMBK	SmartFinancial Inc. Common Stock	Finance	Major Banks	886897795
SMC	Summit Midstream Corporation Common Stock	Utilities	Natural Gas Distribution	694536507
SMHI	SEACOR Marine Holdings Inc. Common Stock 	Consumer Discretionary	Marine Transportation	264816382
SMTI	Sanara MedTech Inc. Common Stock	Health Care	Industrial Specialties	319100456
SMWB	Similarweb Ltd. Ordinary Shares	Technology	Computer Software: Programming Data Processing	768783436
SND	Smart Sand Inc. Common Stock	Industrials	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	225563005
SNDA	Sonida Senior Living Inc. Common Stock	Health Care	Hospital/Nursing Management	1810928743
SNDX	Syndax Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1835948088
SOC	Sable Offshore Corp. Common Stock	Energy	Oil & Gas Production	909461771
SOUN	SoundHound AI Inc Class A Common Stock	Technology	Computer Software: Prepackaged Software	2993300349
SPB	Spectrum Brands Holdings Inc. Common Stock	Miscellaneous	Industrial Machinery/Components	2035110246
SPCE	Virgin Galactic Holdings Inc. Common Stock	Consumer Discretionary	Transportation Services	460851545
SPFI	South Plains Financial Inc. Common Stock	Finance	Major Banks	859628361
SPH	Suburban Propane Partners L.P. Common Stock	Consumer Discretionary	Other Specialty Stores	1168801020
SPIR	Spire Global Inc. Class A Common Stock	Consumer Discretionary	Telecommunications Equipment	486656005
SPOK	Spok Holdings Inc. Common Stock	Telecommunications	Telecommunications Equipment	224033247
SPRB	Spruce Biosciences Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	166491573
SPRY	ARS Pharmaceuticals Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	558894068
SPT	Sprout Social Inc Class A Common Stock	Technology	Computer Software: Prepackaged Software	688327528
SPTX	Seaport Therapeutics Inc. Common Stock	Health Care	Biotechnology: Pharmaceutical Preparations	1330769473
SRCE	1st Source Corporation Common Stock	Finance	Major Banks	2100657682
SRI	Stoneridge Inc. Common Stock	Consumer Discretionary	Auto Parts:O.E.M.	213351098
