t,item,fy_end,n_q,fy,err
PG,ocf,2026-06-30,4,19556000000.0,0.0
PGR,revenue,2011-12-31,4,15508100000.0,0.0
PGR,revenue,2012-12-31,4,17083900000.0,0.0
PGR,revenue,2013-12-31,4,18170900000.0,0.0
PGR,revenue,2014-12-31,4,19391400000.0,0.0
PGR,revenue,2015-12-31,4,20853800000.0,0.0
PGR,revenue,2016-12-31,4,23441400000.0,0.0
PGR,revenue,2017-12-31,4,26839000000.0,0.0
PGR,revenue,2018-12-31,4,31979000000.0,0.0
PGR,revenue,2019-12-31,4,39022300000.0,0.0
PGR,revenue,2020-12-31,4,42658100000.0,0.0
PGR,revenue,2021-12-31,4,47702000000.0,0.0
PGR,revenue,2022-12-31,4,49610700000.0,0.0
PGR,revenue,2023-12-31,4,62108500000.0,0.0
PGR,revenue,2024-12-31,4,75372000000.0,0.0
PGR,revenue,2025-12-31,4,87671000000.0,0.0
PGR,net_income,2011-12-31,4,1015500000.0,0.0
PGR,net_income,2012-12-31,4,902300000.0,0.0
PGR,net_income,2013-12-31,4,1165400000.0,0.0
PGR,net_income,2014-12-31,4,1281000000.0,0.0
PGR,net_income,2015-12-31,4,1267600000.0,0.0
PGR,net_income,2016-12-31,4,1031000000.0,0.0
PGR,net_income,2017-12-31,4,1592200000.0,0.0
PGR,net_income,2018-12-31,4,2615300000.0,0.0
PGR,net_income,2019-12-31,4,3970300000.0,0.0
PGR,net_income,2020-12-31,4,5704600000.0,0.0
PGR,net_income,2021-12-31,4,3350900000.0,0.0
PGR,net_income,2022-12-31,4,721500000.0,0.0
PGR,net_income,2023-12-31,4,3902400000.0,0.0
PGR,net_income,2024-12-31,4,8480000000.0,0.0
PGR,net_income,2025-12-31,4,11308000000.0,0.0
PGR,ocf,2011-12-31,4,1497900000.0,0.0
PGR,ocf,2012-12-31,4,1691400000.0,0.0
PGR,ocf,2013-12-31,4,1899900000.0,0.0
PGR,ocf,2014-12-31,4,1725600000.0,0.0
PGR,ocf,2015-12-31,4,2292900000.0,0.0
PGR,ocf,2016-12-31,4,2701900000.0,0.0
PGR,ocf,2017-12-31,4,3756800000.0,0.0
PGR,ocf,2018-12-31,4,6284800000.0,0.0
PGR,ocf,2019-12-31,4,6261600000.0,0.0
PGR,ocf,2020-12-31,4,6905600000.0,0.0
PGR,ocf,2021-12-31,4,7761700000.0,0.0
PGR,ocf,2022-12-31,4,6848800000.0,0.0
PGR,ocf,2023-12-31,4,10643300000.0,0.0
PGR,ocf,2024-12-31,4,15119000000.0,0.0
PGR,ocf,2025-12-31,4,17548000000.0,0.0
PINS,revenue,2017-12-31,0,472852000.0,
PINS,revenue,2018-12-31,4,755932000.0,0.0
PINS,revenue,2019-12-31,4,1142761000.0,0.0
PINS,revenue,2020-12-31,4,1692658000.0,0.0
PINS,revenue,2021-12-31,4,2578027000.0,0.0
PINS,revenue,2022-12-31,4,2802574000.0,0.0
PINS,revenue,2023-12-31,4,3055071000.0,0.0
PINS,revenue,2024-12-31,4,3646166000.0,0.0
PINS,revenue,2025-12-31,4,4221767000.0,0.0
PINS,net_income,2017-12-31,0,-130044000.0,
PINS,net_income,2018-12-31,4,-62974000.0,0.0
PINS,net_income,2019-12-31,4,-1361371000.0,0.0
PINS,net_income,2020-12-31,4,-128323000.0,0.0
PINS,net_income,2021-12-31,4,316438000.0,0.0
PINS,net_income,2022-12-31,4,-96047000.0,0.0
PINS,net_income,2023-12-31,4,-35610000.0,0.0
PINS,net_income,2024-12-31,4,1862106000.0,0.0
PINS,net_income,2025-12-31,4,416855000.0,0.0
PINS,ocf,2017-12-31,0,-102913000.0,
PINS,ocf,2018-12-31,4,-60369000.0,0.0
PINS,ocf,2019-12-31,4,657000.0,0.0
PINS,ocf,2020-12-31,4,28826000.0,0.0
PINS,ocf,2021-12-31,4,752907000.0,0.0
PINS,ocf,2022-12-31,4,469202000.0,0.0
PINS,ocf,2023-12-31,4,612961000.0,0.0
PINS,ocf,2024-12-31,4,964594000.0,0.0
PINS,ocf,2025-12-31,4,1284264000.0,0.0
PLD,revenue,2016-12-31,0,2533135000.0,
PLD,revenue,2017-12-31,4,2618134000.0,0.0
PLD,revenue,2018-12-31,4,2804449000.0,0.0
PLD,revenue,2019-12-31,4,3330621000.0,0.0
PLD,revenue,2020-12-31,4,4438735000.0,0.0
PLD,revenue,2021-12-31,4,4759440000.0,0.0
PLD,revenue,2022-12-31,4,5973692000.0,0.0
PLD,revenue,2023-12-31,4,8023469000.0,0.0
PLD,revenue,2024-12-31,4,8201610000.0,0.0
PLD,revenue,2025-12-31,4,8790127000.0,0.0
PLD,net_income,2011-12-31,4,-153414000.0,0.041521634270666304
PLD,net_income,2012-12-31,4,-39720000.0,0.0
PLD,net_income,2013-12-31,4,342921000.0,0.0
PLD,net_income,2014-12-31,4,636183000.0,0.0
PLD,net_income,2015-12-31,4,869439000.0,0.0
PLD,net_income,2016-12-31,4,1209932000.0,0.0
PLD,net_income,2017-12-31,4,1652325000.0,0.0
PLD,net_income,2018-12-31,4,1649361000.0,0.0
PLD,net_income,2019-12-31,4,1572959000.0,0.0
PLD,net_income,2020-12-31,4,1481814000.0,0.0
PLD,net_income,2021-12-31,4,2939723000.0,0.0
PLD,net_income,2022-12-31,4,3364856000.0,0.0
PLD,net_income,2023-12-31,4,3059214000.0,0.0
PLD,net_income,2024-12-31,4,3731635000.0,0.0
PLD,net_income,2025-12-31,4,3328231000.0,0.0
PLD,ocf,2011-12-31,4,207064000.0,0.0
PLD,ocf,2012-12-31,4,463492000.0,0.0
PLD,ocf,2013-12-31,4,484989000.0,0.0
PLD,ocf,2014-12-31,4,704531000.0,0.0
PLD,ocf,2016-12-31,4,1417005000.0,0.0
PLD,ocf,2017-12-31,4,1687246000.0,0.0
PLD,ocf,2018-12-31,4,1803559000.0,0.0
PLD,ocf,2019-12-31,4,2264034000.0,0.0
PLD,ocf,2020-12-31,4,2937005000.0,0.0
PLD,ocf,2021-12-31,4,2996042000.0,0.0
PLD,ocf,2022-12-31,4,4126430000.0,0.0
PLD,ocf,2023-12-31,4,5373058000.0,0.0
PLD,ocf,2024-12-31,4,4912209000.0,0.0
PLD,ocf,2025-12-31,4,5008434000.0,0.0
PLD,ocf,2015-12-31,4,963410000.0,0.0
PLTR,revenue,2018-12-31,0,595409000.0,
PLTR,revenue,2019-12-31,1,742555000.0,
PLTR,revenue,2020-12-31,4,1092673000.0,0.0
PLTR,revenue,2021-12-31,4,1541889000.0,0.0
PLTR,revenue,2022-12-31,4,1905871000.0,0.0
PLTR,revenue,2023-12-31,4,2225012000.0,0.0
PLTR,revenue,2024-12-31,4,2865507000.0,0.0
PLTR,revenue,2025-12-31,4,4475446000.0,0.0
PLTR,net_income,2018-12-31,0,-580027000.0,
PLTR,net_income,2019-12-31,2,-579646000.0,
PLTR,net_income,2020-12-31,4,-1166391000.0,0.0
PLTR,net_income,2021-12-31,4,-520379000.0,0.0
PLTR,net_income,2022-12-31,4,-373705000.0,0.0
PLTR,net_income,2023-12-31,4,209825000.0,0.0
PLTR,net_income,2024-12-31,4,462190000.0,0.0
PLTR,net_income,2025-12-31,4,1625033000.0,0.0
PLTR,ocf,2018-12-31,0,-39012000.0,
PLTR,ocf,2019-12-31,1,-165215000.0,
PLTR,ocf,2020-12-31,4,-296608000.0,0.0
PLTR,ocf,2021-12-31,4,333851000.0,0.0
PLTR,ocf,2022-12-31,4,223737000.0,0.0
PLTR,ocf,2023-12-31,4,712183000.0,0.0
PLTR,ocf,2024-12-31,4,1153865000.0,0.0
PLTR,ocf,2025-12-31,4,2134473000.0,0.0
PLUG,revenue,2011-12-31,4,27625942.0,0.0
PLUG,revenue,2012-12-31,4,26108457.0,0.0
PLUG,revenue,2013-12-31,4,26601428.0,0.0
PLUG,revenue,2014-12-31,4,64229884.0,0.0
PLUG,revenue,2015-12-31,4,103288000.0,0.0
PLUG,revenue,2016-12-31,4,85928000.0,0.0
PLUG,revenue,2017-12-31,4,132929000.0,0.0
PLUG,revenue,2018-12-31,4,174632000.0,0.0
PLUG,revenue,2019-12-31,4,230239000.0,0.0
PLUG,revenue,2020-12-31,4,-93237000.0,0.0
PLUG,revenue,2021-12-31,4,502342000.0,0.0
PLUG,revenue,2022-12-31,4,701440000.0,0.0
PLUG,revenue,2023-12-31,4,891340000.0,0.0
PLUG,revenue,2024-12-31,4,628814000.0,0.0
PLUG,revenue,2025-12-31,4,709919000.0,0.0
PLUG,net_income,2011-12-31,4,-27453954.0,0.0
PLUG,net_income,2012-12-31,4,-31862454.0,0.0
PLUG,net_income,2013-12-31,4,-62790800.0,0.0
PLUG,net_income,2014-12-31,4,-88487823.0,0.0005865326803214494
PLUG,net_income,2015-12-31,4,-55690000.0,0.0
PLUG,net_income,2016-12-31,4,-57487000.0,0.0
PLUG,net_income,2017-12-31,4,-127080000.0,0.0
PLUG,net_income,2018-12-31,4,-78115000.0,0.0
PLUG,net_income,2019-12-31,4,-85465000.0,0.0
PLUG,net_income,2020-12-31,4,-596155000.0,0.0
PLUG,net_income,2021-12-31,4,-459965000.0,0.0
PLUG,net_income,2022-12-31,4,-724008000.0,0.0
PLUG,net_income,2023-12-31,4,-1368833000.0,0.0
PLUG,net_income,2024-12-31,4,-2104701000.0,0.0
PLUG,net_income,2025-12-31,4,-1631594000.0,0.0
PLUG,ocf,2011-12-31,4,-33310067.0,0.0
PLUG,ocf,2012-12-31,4,-20164996.0,0.0
PLUG,ocf,2013-12-31,4,-26880811.0,0.0
PLUG,ocf,2014-12-31,4,-40779534.0,0.0
PLUG,ocf,2015-12-31,4,-47274000.0,0.0
PLUG,ocf,2016-12-31,4,-29636000.0,0.0
PLUG,ocf,2017-12-31,4,-60182000.0,0.0
PLUG,ocf,2018-12-31,4,-57617000.0,0.0
PLUG,ocf,2019-12-31,4,-51522000.0,0.0
PLUG,ocf,2020-12-31,4,-155476000.0,0.0
PLUG,ocf,2021-12-31,4,-358176000.0,0.0
PLUG,ocf,2022-12-31,4,-828623000.0,0.0
PLUG,ocf,2023-12-31,4,-1106570000.0,0.0
PLUG,ocf,2024-12-31,4,-728643000.0,0.0
PLUG,ocf,2025-12-31,4,-535835000.0,0.0
PM,revenue,2016-12-31,4,74953000000.0,0.0
PM,revenue,2017-12-31,4,78098000000.0,0.0
PM,revenue,2018-12-31,4,29625000000.0,0.0
PM,revenue,2019-12-31,4,29805000000.0,0.0
PM,revenue,2020-12-31,4,28694000000.0,0.0
PM,revenue,2021-12-31,4,31405000000.0,0.0
PM,revenue,2022-12-31,4,31762000000.0,0.0
PM,revenue,2023-12-31,4,35174000000.0,0.0
PM,revenue,2024-12-31,4,37878000000.0,0.0
PM,revenue,2025-12-31,4,40648000000.0,0.0
PM,revenue,2011-12-31,4,76346000000.0,0.0
PM,revenue,2012-12-31,4,77393000000.0,0.0
PM,revenue,2013-12-31,4,80029000000.0,0.0
PM,revenue,2014-12-31,4,80106000000.0,0.0
PM,revenue,2015-12-31,4,73908000000.0,0.0
PM,net_income,2011-12-31,4,8591000000.0,0.0
PM,net_income,2012-12-31,4,8800000000.0,0.0
PM,net_income,2013-12-31,4,8576000000.0,0.0
PM,net_income,2014-12-31,4,7493000000.0,0.0
PM,net_income,2015-12-31,4,6873000000.0,0.0
PM,net_income,2016-12-31,4,6967000000.0,0.0
PM,net_income,2017-12-31,4,6035000000.0,0.0
PM,net_income,2018-12-31,4,7911000000.0,0.0
PM,net_income,2019-12-31,4,7185000000.0,0.0
PM,net_income,2020-12-31,4,8056000000.0,0.0
PM,net_income,2021-12-31,4,9109000000.0,0.0
PM,net_income,2022-12-31,4,9048000000.0,0.0
PM,net_income,2023-12-31,4,7813000000.0,0.0
PM,net_income,2024-12-31,4,7057000000.0,0.0
PM,net_income,2025-12-31,4,11348000000.0,0.0
PM,ocf,2011-12-31,4,10529000000.0,0.0
PM,ocf,2012-12-31,4,9421000000.0,0.0
PM,ocf,2013-12-31,4,10135000000.0,0.0
PM,ocf,2014-12-31,4,7739000000.0,0.0
PM,ocf,2015-12-31,4,7865000000.0,0.0
PM,ocf,2016-12-31,4,8077000000.0,0.0
PM,ocf,2017-12-31,4,8912000000.0,0.0
PM,ocf,2018-12-31,4,9478000000.0,0.0
PM,ocf,2019-12-31,4,10090000000.0,0.0
PM,ocf,2020-12-31,4,9812000000.0,0.0
PM,ocf,2021-12-31,4,11967000000.0,0.0
PM,ocf,2022-12-31,4,10803000000.0,0.0
PM,ocf,2023-12-31,4,9204000000.0,0.0
PM,ocf,2024-12-31,4,12217000000.0,0.0
PM,ocf,2025-12-31,4,12233000000.0,0.0
PTON,revenue,2018-06-30,0,435000000.0,
PTON,revenue,2019-06-30,4,915000000.0,0.0
PTON,revenue,2020-06-30,4,1825900000.0,0.0
PTON,revenue,2021-06-30,4,4021800000.0,0.0
PTON,revenue,2022-06-30,4,3582100000.0,0.0
PTON,revenue,2023-06-30,4,2800200000.0,0.0
PTON,revenue,2024-06-30,4,2700500000.0,0.0
PTON,revenue,2025-06-30,4,2490800000.0,0.0
PTON,revenue,2026-06-30,4,2446000000.0,0.0
PTON,net_income,2018-06-30,0,-47900000.0,
PTON,net_income,2019-06-30,4,-195600000.0,0.0
PTON,net_income,2020-06-30,4,-71600000.0,0.0
PTON,net_income,2021-06-30,4,-189000000.0,0.0
PTON,net_income,2022-06-30,4,-2827700000.0,0.0
PTON,net_income,2023-06-30,4,-1261700000.0,0.0
PTON,net_income,2024-06-30,4,-551900000.0,0.0
PTON,net_income,2025-06-30,4,-118900000.0,0.0
PTON,net_income,2026-06-30,4,63200000.0,0.0
PTON,ocf,2018-06-30,0,49700000.0,
PTON,ocf,2019-06-30,4,-108600000.0,0.0
PTON,ocf,2020-06-30,4,376400000.0,0.0
PTON,ocf,2021-06-30,4,-239700000.0,0.0
PTON,ocf,2022-06-30,4,-2020000000.0,0.0
PTON,ocf,2023-06-30,4,-387600000.0,0.0
PTON,ocf,2024-06-30,4,-66100000.0,0.0
PTON,ocf,2025-06-30,4,333000000.0,0.0
PTON,ocf,2026-06-30,4,387600000.0,0.0
PYPL,revenue,2018-12-31,4,15451000000.0,0.0
PYPL,revenue,2019-12-31,4,17772000000.0,0.0
PYPL,revenue,2020-12-31,4,21454000000.0,0.0
PYPL,revenue,2021-12-31,4,25371000000.0,0.0
PYPL,revenue,2022-12-31,4,27518000000.0,0.0
PYPL,revenue,2023-12-31,4,29771000000.0,0.0
PYPL,revenue,2024-12-31,4,31797000000.0,0.0
PYPL,revenue,2025-12-31,4,33172000000.0,0.0
PYPL,revenue,2016-12-31,4,10842000000.0,0.0
PYPL,revenue,2017-12-31,4,13094000000.0,0.0
PYPL,revenue,2013-12-31,0,6727000000.0,
PYPL,revenue,2014-12-31,4,8025000000.0,0.0
PYPL,revenue,2015-12-31,4,9248000000.0,0.0
PYPL,net_income,2013-12-31,0,955000000.0,
PYPL,net_income,2014-12-31,4,419000000.0,0.0
PYPL,net_income,2015-12-31,4,1228000000.0,0.0
PYPL,net_income,2016-12-31,4,1401000000.0,0.0
PYPL,net_income,2017-12-31,4,1795000000.0,0.0
PYPL,net_income,2018-12-31,4,2057000000.0,0.0
PYPL,net_income,2019-12-31,4,2459000000.0,0.0
PYPL,net_income,2020-12-31,4,4202000000.0,0.0
PYPL,net_income,2021-12-31,4,4169000000.0,0.0
PYPL,net_income,2022-12-31,4,2419000000.0,0.0
PYPL,net_income,2023-12-31,4,4246000000.0,0.0
PYPL,net_income,2024-12-31,4,4147000000.0,0.0
PYPL,net_income,2025-12-31,4,5233000000.0,0.0
PYPL,ocf,2013-12-31,0,1993000000.0,
PYPL,ocf,2014-12-31,2,2220000000.0,
PYPL,ocf,2015-12-31,4,2546000000.0,0.0
PYPL,ocf,2016-12-31,4,3158000000.0,0.0
PYPL,ocf,2017-12-31,4,2531000000.0,0.0
PYPL,ocf,2018-12-31,4,5483000000.0,0.0
PYPL,ocf,2019-12-31,4,4561000000.0,0.0
PYPL,ocf,2020-12-31,4,5854000000.0,0.0
PYPL,ocf,2021-12-31,4,6340000000.0,0.0
PYPL,ocf,2022-12-31,4,5813000000.0,0.0
PYPL,ocf,2023-12-31,4,4843000000.0,0.0
PYPL,ocf,2024-12-31,4,7450000000.0,0.0
PYPL,ocf,2025-12-31,4,6416000000.0,0.0
QCOM,revenue,2011-09-25,4,14957000000.0,0.0
QCOM,revenue,2012-09-30,4,19121000000.0,0.0
QCOM,revenue,2013-09-29,4,24866000000.0,0.0
QCOM,revenue,2014-09-28,4,26487000000.0,0.0
QCOM,revenue,2015-09-27,4,25281000000.0,0.0
QCOM,revenue,2016-09-25,4,23554000000.0,0.0
QCOM,revenue,2017-09-24,4,22291000000.0,0.0
QCOM,revenue,2018-09-30,4,22732000000.0,0.0
QCOM,revenue,2019-09-29,4,24273000000.0,0.0
QCOM,revenue,2020-09-27,4,23531000000.0,0.0
QCOM,revenue,2021-09-26,4,33566000000.0,0.0
QCOM,revenue,2022-09-25,4,44200000000.0,0.0
QCOM,revenue,2023-09-24,4,35820000000.0,0.0
QCOM,revenue,2024-09-29,4,38962000000.0,0.0
QCOM,revenue,2025-09-28,4,44284000000.0,0.0
QCOM,net_income,2011-09-25,4,4260000000.0,0.00023474178403755868
QCOM,net_income,2012-09-30,4,6109000000.0,0.0
QCOM,net_income,2013-09-29,4,6853000000.0,0.0
QCOM,net_income,2014-09-28,4,7967000000.0,0.0
QCOM,net_income,2015-09-27,4,5271000000.0,0.0
QCOM,net_income,2016-09-25,4,5705000000.0,0.0
QCOM,net_income,2017-09-24,4,2466000000.0,0.0
QCOM,net_income,2018-09-30,4,-4864000000.0,0.0
QCOM,net_income,2019-09-29,4,4386000000.0,0.0
QCOM,net_income,2020-09-27,4,5198000000.0,0.0
QCOM,net_income,2021-09-26,4,9043000000.0,0.0
QCOM,net_income,2022-09-25,4,12936000000.0,0.0
QCOM,net_income,2023-09-24,4,7232000000.0,0.0
QCOM,net_income,2024-09-29,4,10142000000.0,0.0
QCOM,net_income,2025-09-28,4,5541000000.0,0.0
QCOM,ocf,2011-09-25,4,4900000000.0,0.0
QCOM,ocf,2012-09-30,4,5998000000.0,0.0
QCOM,ocf,2013-09-29,4,8778000000.0,0.0
QCOM,ocf,2014-09-28,4,8887000000.0,0.0
QCOM,ocf,2015-09-27,4,5506000000.0,0.0
QCOM,ocf,2016-09-25,3,7400000000.0,
QCOM,ocf,2017-09-24,3,4693000000.0,
QCOM,ocf,2018-09-30,4,3895000000.0,0.0
QCOM,ocf,2019-09-29,4,7286000000.0,0.0
QCOM,ocf,2020-09-27,4,5814000000.0,0.0
QCOM,ocf,2021-09-26,4,10536000000.0,0.0
QCOM,ocf,2022-09-25,4,9096000000.0,0.0
QCOM,ocf,2023-09-24,4,11299000000.0,0.0
QCOM,ocf,2024-09-29,4,12202000000.0,0.0
QCOM,ocf,2025-09-28,4,14012000000.0,0.0
RBLX,revenue,2019-12-31,0,508393000.0,
RBLX,revenue,2020-12-31,4,923885000.0,0.0
RBLX,revenue,2021-12-31,4,1919181000.0,0.0
RBLX,revenue,2022-12-31,4,2225052000.0,0.0
RBLX,revenue,2023-12-31,4,2799274000.0,0.0
RBLX,revenue,2024-12-31,4,3601979000.0,0.0
RBLX,revenue,2025-12-31,4,4890551000.0,0.0
RBLX,net_income,2019-12-31,0,-70968000.0,
RBLX,net_income,2020-12-31,4,-253254000.0,0.0
RBLX,net_income,2021-12-31,4,-491651000.0,0.0
RBLX,net_income,2022-12-31,4,-924366000.0,0.0
RBLX,net_income,2023-12-31,4,-1151946000.0,0.0
RBLX,net_income,2024-12-31,4,-935384000.0,0.0
RBLX,net_income,2025-12-31,4,-1065057000.0,0.0
RBLX,ocf,2019-12-31,0,99185000.0,
RBLX,ocf,2020-12-31,4,524340000.0,0.0
RBLX,ocf,2021-12-31,4,659109000.0,0.0
RBLX,ocf,2022-12-31,4,369296000.0,0.0
RBLX,ocf,2023-12-31,4,458180000.0,0.0
RBLX,ocf,2024-12-31,4,822316000.0,0.0
RBLX,ocf,2025-12-31,4,1796358000.0,0.0
RCL,revenue,2011-12-31,4,7537263000.0,0.0
RCL,revenue,2012-12-31,4,7688024000.0,0.0
RCL,revenue,2013-12-31,4,7959894000.0,0.0
RCL,revenue,2014-12-31,4,8073855000.0,0.0
RCL,revenue,2015-12-31,4,8299074000.0,0.0
RCL,revenue,2016-12-31,4,8496401000.0,0.0
RCL,revenue,2017-12-31,4,8777845000.0,0.0
RCL,revenue,2018-12-31,4,9493849000.0,0.0
RCL,revenue,2019-12-31,4,10950661000.0,0.0
RCL,revenue,2020-12-31,4,2208805000.0,0.0
RCL,revenue,2021-12-31,4,1532133000.0,0.0
RCL,revenue,2022-12-31,4,8840540000.0,0.0
RCL,revenue,2023-12-31,4,13900000000.0,0.0
RCL,revenue,2024-12-31,4,16484000000.0,0.0
RCL,revenue,2025-12-31,4,17935000000.0,0.0
RCL,net_income,2011-12-31,4,607421000.0,0.0
RCL,net_income,2012-12-31,4,18287000.0,0.0
RCL,net_income,2013-12-31,4,473692000.0,0.0
RCL,net_income,2014-12-31,4,764146000.0,0.0
RCL,net_income,2015-12-31,4,665783000.0,0.0
RCL,net_income,2016-12-31,4,1283388000.0,0.0
RCL,net_income,2017-12-31,4,1625133000.0,0.0
RCL,net_income,2018-12-31,4,1811042000.0,0.0
RCL,net_income,2019-12-31,4,1878887000.0,0.0
RCL,net_income,2020-12-31,4,-5797462000.0,0.0
RCL,net_income,2021-12-31,4,-5260499000.0,0.0
RCL,net_income,2022-12-31,4,-2155962000.0,0.0
RCL,net_income,2023-12-31,4,1697000000.0,0.0
RCL,net_income,2024-12-31,4,2877000000.0,0.0
RCL,net_income,2025-12-31,4,4268000000.0,0.0
RCL,ocf,2011-12-31,4,1455739000.0,0.0
RCL,ocf,2012-12-31,4,1381734000.0,0.0
RCL,ocf,2013-12-31,4,1412068000.0,0.0
RCL,ocf,2014-12-31,4,1743759000.0,0.0
RCL,ocf,2015-12-31,4,1946366000.0,0.0
RCL,ocf,2016-12-31,4,2516690000.0,0.0
RCL,ocf,2017-12-31,4,2874566000.0,0.0
RCL,ocf,2018-12-31,4,3479139000.0,0.0
RCL,ocf,2019-12-31,4,3716366000.0,0.0
RCL,ocf,2020-12-31,4,-3731653000.0,0.0
RCL,ocf,2021-12-31,4,-1877815000.0,0.0
RCL,ocf,2022-12-31,4,481857000.0,0.0
RCL,ocf,2023-12-31,4,4477000000.0,0.0
RCL,ocf,2024-12-31,4,5265000000.0,0.0
RCL,ocf,2025-12-31,4,6465000000.0,0.0
REGN,revenue,2011-12-31,4,445824000.0,0.0
REGN,revenue,2012-12-31,4,1378477000.0,0.0
REGN,revenue,2013-12-31,4,2104745000.0,0.0
REGN,revenue,2014-12-31,4,2819557000.0,0.0
REGN,revenue,2015-12-31,4,4103728000.0,0.0
REGN,revenue,2016-12-31,4,4860427000.0,0.0
REGN,revenue,2017-12-31,4,5872227000.0,0.0
REGN,revenue,2018-12-31,4,6710800000.0,0.0
REGN,revenue,2019-12-31,4,7863400000.0,0.0
REGN,revenue,2020-12-31,4,8497100000.0,0.0
REGN,revenue,2021-12-31,4,16071700000.0,0.0
REGN,revenue,2022-12-31,4,12172900000.0,0.0
REGN,revenue,2023-12-31,4,13117200000.0,0.0
REGN,revenue,2024-12-31,4,14202000000.0,0.0
REGN,revenue,2025-12-31,4,14342900000.0,0.0
REGN,net_income,2011-12-31,4,-221760000.0,0.0
REGN,net_income,2012-12-31,4,750269000.0,0.0
REGN,net_income,2013-12-31,4,424362000.0,0.0
REGN,net_income,2014-12-31,4,348074000.0,0.0
REGN,net_income,2015-12-31,4,636056000.0,0.0
REGN,net_income,2016-12-31,4,895522000.0,0.0
REGN,net_income,2017-12-31,4,1198511000.0,0.0
REGN,net_income,2018-12-31,4,2444400000.0,0.0
REGN,net_income,2019-12-31,4,2115800000.0,0.0
REGN,net_income,2020-12-31,4,3513200000.0,0.0
REGN,net_income,2021-12-31,4,8075300000.0,0.0
REGN,net_income,2022-12-31,4,4338400000.0,0.0
REGN,net_income,2023-12-31,4,3953600000.0,0.0
REGN,net_income,2024-12-31,4,4412600000.0,0.0
REGN,net_income,2025-12-31,4,4504900000.0,0.0
REGN,ocf,2011-12-31,4,-141682000.0,0.0
REGN,ocf,2012-12-31,4,-74615000.0,0.0
REGN,ocf,2013-12-31,4,583648000.0,0.0
REGN,ocf,2014-12-31,4,743157000.0,0.0
REGN,ocf,2015-12-31,4,1330780000.0,0.0
REGN,ocf,2016-12-31,4,1473396000.0,0.0
REGN,ocf,2017-12-31,4,1307112000.0,0.0
REGN,ocf,2018-12-31,4,2195100000.0,0.0
REGN,ocf,2019-12-31,4,2430000000.0,0.0
REGN,ocf,2020-12-31,4,2618100000.0,0.0
REGN,ocf,2021-12-31,4,7081300000.0,0.0
REGN,ocf,2022-12-31,4,5014900000.0,0.0
REGN,ocf,2023-12-31,4,4594000000.0,0.0
REGN,ocf,2024-12-31,4,4420500000.0,0.0
REGN,ocf,2025-12-31,4,4978900000.0,0.0
ROKU,revenue,2016-12-31,4,398649000.0,0.0
ROKU,revenue,2017-12-31,4,512763000.0,0.0
ROKU,revenue,2018-12-31,4,742506000.0,0.0
ROKU,revenue,2019-12-31,4,1128921000.0,0.0
ROKU,revenue,2020-12-31,4,1778388000.0,0.0
ROKU,revenue,2021-12-31,4,2764584000.0,0.0
ROKU,revenue,2022-12-31,4,3126534000.0,0.0
ROKU,revenue,2023-12-31,4,3484619000.0,0.0
ROKU,revenue,2024-12-31,4,4112898000.0,0.0
ROKU,revenue,2025-12-31,4,4737251000.0,0.0
ROKU,revenue,2015-12-26,0,319857000.0,
ROKU,net_income,2015-12-26,0,-40611000.0,
ROKU,net_income,2016-12-31,4,-42758000.0,0.0
ROKU,net_income,2017-12-31,4,-63509000.0,0.0
ROKU,net_income,2018-12-31,4,-8857000.0,0.0
ROKU,net_income,2019-12-31,4,-59937000.0,0.0
ROKU,net_income,2020-12-31,4,-17507000.0,0.0
ROKU,net_income,2021-12-31,4,242385000.0,0.0
ROKU,net_income,2022-12-31,4,-498005000.0,0.0
ROKU,net_income,2023-12-31,4,-709561000.0,0.0
ROKU,net_income,2024-12-31,4,-129386000.0,0.0
ROKU,net_income,2025-12-31,4,88361000.0,0.0
ROKU,ocf,2016-12-31,0,-32463000.0,
ROKU,ocf,2017-12-31,3,37292000.0,
ROKU,ocf,2018-12-31,4,13922000.0,0.0
ROKU,ocf,2019-12-31,4,13707000.0,0.0
ROKU,ocf,2020-12-31,4,148192000.0,0.0
ROKU,ocf,2021-12-31,4,228081000.0,0.0
ROKU,ocf,2022-12-31,4,11795000.0,0.0
ROKU,ocf,2023-12-31,4,255856000.0,0.0
ROKU,ocf,2024-12-31,4,218045000.0,0.0
ROKU,ocf,2025-12-31,4,483718000.0,0.0
ROKU,ocf,2015-12-26,0,-32604000.0,
RTX,revenue,2016-12-31,4,57244000000.0,0.0
RTX,revenue,2017-12-31,4,59837000000.0,0.0
RTX,revenue,2018-12-31,4,66501000000.0,0.0
RTX,revenue,2019-12-31,4,77046000000.0,0.0
RTX,revenue,2020-12-31,4,56587000000.0,0.0
RTX,revenue,2021-12-31,4,64388000000.0,0.0
RTX,revenue,2022-12-31,4,67074000000.0,0.0
RTX,revenue,2023-12-31,4,68920000000.0,0.0
RTX,revenue,2024-12-31,4,80738000000.0,0.0
RTX,revenue,2025-12-31,4,88603000000.0,0.0
RTX,revenue,2011-12-31,4,58190000000.0,0.0
RTX,revenue,2012-12-31,4,57708000000.0,0.0
RTX,revenue,2013-12-31,4,62626000000.0,0.0
RTX,revenue,2014-12-31,4,65100000000.0,0.0
RTX,revenue,2015-12-31,4,56098000000.0,0.0
RTX,net_income,2011-12-31,4,4979000000.0,0.0
