date,equity,cash,n_pos
2025-03-10,11773.182690018504,1184.6126900185036,3
2025-03-11,11585.715530018504,97.63553001850414,3
2025-03-12,11547.535530018502,97.63553001850414,3
2025-03-13,11558.375530018504,97.63553001850414,3
2025-03-14,11619.335530018505,97.63553001850414,3
2025-03-17,11843.695530018505,97.63553001850414,3
2025-03-18,11807.862930018504,19.022930018503757,4
2025-03-19,11911.389410018504,3679.249410018505,3
2025-03-20,11864.219410018504,6409.129410018505,2
2025-03-21,11855.519410018505,6409.129410018505,2
2025-03-24,11898.639410018506,6409.129410018505,2
2025-03-25,11827.789410018504,6409.129410018505,2
2025-03-26,11876.389410018506,8.499410018504932,3
2025-03-27,11899.769410018505,1924.119410018505,2
2025-03-28,11874.479410018506,1924.119410018505,2
2025-03-31,12024.144210018505,5697.884210018506,2
2025-04-01,12016.194210018504,5697.884210018506,2
2025-04-02,11975.814210018507,5697.884210018506,2
2025-04-03,12050.774210018506,864.7042100185054,3
2025-04-04,11634.660650018504,11634.660650018504,0
2025-04-07,11634.660650018504,11634.660650018504,0
2025-04-08,11634.660650018504,11634.660650018504,0
2025-04-09,11634.660650018504,11634.660650018504,0
2025-04-10,11611.530650018503,8129.2506500185045,2
2025-04-11,11641.870650018504,8691.340650018505,2
2025-04-14,11720.450650018505,4895.220650018505,4
2025-04-15,11756.450650018505,4895.220650018505,4
2025-04-16,11689.780650018503,4895.220650018505,4
2025-04-17,11694.780650018503,8245.800650018504,2
2025-04-21,11675.040650018504,9566.700650018503,1
2025-04-22,11700.130650018504,9566.700650018503,1
2025-04-23,11713.260650018503,6641.330650018504,2
2025-04-24,11761.740650018502,6641.330650018504,2
2025-04-25,11764.030650018503,4170.830650018504,3
2025-04-28,11776.480650018504,4170.830650018504,3
2025-04-29,11846.400650018502,4170.830650018504,3
2025-04-30,11917.450650018503,914.0306500185034,4
2025-05-01,11815.990650018502,914.0306500185034,4
2025-05-02,11870.770650018503,914.0306500185034,4
2025-05-05,11877.597140538292,1952.5171405382914,4
2025-05-06,11776.337140538293,4280.317140538292,3
2025-05-07,11794.157140538291,156.19714053829193,4
2025-05-08,11645.637140538292,3124.8071405382916,3
2025-05-09,11665.527140538292,7192.507140538291,2
2025-05-12,11466.337140538293,62.59714053829157,3
2025-05-13,11431.427970538292,11431.427970538292,0
2025-05-14,11405.947970538293,6370.787970538293,1
2025-05-15,11384.807970538292,127.66797053829305,2
2025-05-16,11496.727970538293,127.66797053829305,2
2025-05-19,11549.407970538294,127.66797053829305,2
2025-05-20,11529.767970538294,127.66797053829305,2
2025-05-21,11442.984450538295,3551.784450538294,2
2025-05-22,11419.784450538295,3551.784450538294,2
2025-05-23,11474.904450538294,3551.784450538294,2
2025-05-27,11584.634450538293,74.15445053829399,3
2025-05-28,11483.414450538296,74.15445053829399,3
2025-05-29,11451.263150538292,203.8831505382941,3
2025-05-30,11533.713150538297,203.8831505382941,3
2025-06-02,11507.823150538294,12.443150538294049,3
2025-06-03,11490.983150538295,12.443150538294049,3
2025-06-04,11429.183150538294,12.443150538294049,3
2025-06-05,11412.113150538295,3468.623150538294,2
2025-06-06,11446.283150538295,3468.623150538294,2
2025-06-09,11390.943150538293,1931.063150538294,3
2025-06-10,11402.103150538293,48.96315053829403,3
2025-06-11,11539.373150538293,124.95315053829472,3
2025-06-12,11533.333150538296,124.95315053829472,3
2025-06-13,11379.513170538296,67.24317053829554,3
2025-06-16,11415.713170538294,67.24317053829554,3
2025-06-17,11404.563170538295,67.24317053829554,3
2025-06-18,11373.793170538296,67.24317053829554,3
2025-06-20,11341.733170538295,67.24317053829554,3
2025-06-23,11454.673170538295,67.24317053829554,3
2025-06-24,11498.453170538294,67.24317053829554,3
2025-06-25,11340.790330538293,947.8503305382955,3
2025-06-26,11410.250330538296,14.180330538296403,3
2025-06-27,11447.780330538297,14.180330538296403,3
2025-06-30,11590.400330538296,840.9203305382964,2
2025-07-01,11494.010330538296,325.040330538297,2
2025-07-02,11450.640330538297,325.040330538297,2
2025-07-03,11607.050330538297,137.4003305382971,2
2025-07-07,11680.743830538297,1632.503830538296,3
2025-07-08,11685.262030538295,183.64203053829533,4
2025-07-09,11839.622030538296,183.64203053829533,4
2025-07-10,11785.222030538294,2162.842030538295,3
2025-07-11,11830.942030538294,2162.842030538295,3
2025-07-14,12076.113270538295,367.4532705382958,4
2025-07-15,12027.189430538296,1568.2294305382961,4
2025-07-16,12110.039430538296,5135.079430538296,3
2025-07-17,12189.009430538297,75.62943053829622,4
2025-07-18,12351.346730538295,123.95673053829569,5
2025-07-21,12342.316730538296,123.95673053829569,5
2025-07-22,12199.576730538294,123.95673053829569,5
2025-07-23,12495.976730538297,123.95673053829569,5
2025-07-24,12541.626730538295,123.95673053829569,5
2025-07-25,12666.226730538296,123.95673053829569,5
2025-07-28,12646.646730538294,123.95673053829569,5
2025-07-29,12676.726730538296,123.95673053829569,5
2025-07-30,12794.966730538295,123.95673053829569,5
2025-07-31,12685.856730538297,123.95673053829569,5
2025-08-01,12449.923415431653,2578.203415431652,4
2025-08-04,12609.173415431651,1.3634154316519016,5
2025-08-05,12619.823415431652,1.3634154316519016,5
2025-08-06,12628.553415431652,209.17341543165185,5
2025-08-07,12601.50341543165,217.4534154316516,5
2025-08-08,12672.293415431652,72.88341543165143,5
2025-08-11,12665.12341543165,72.88341543165143,5
2025-08-12,12836.043415431652,72.88341543165143,5
2025-08-13,12666.763415431653,72.88341543165143,5
2025-08-14,12685.203415431652,1298.493415431651,4
2025-08-15,12607.103415431651,1298.493415431651,4
2025-08-18,12640.79341543165,73.63341543165097,4
2025-08-19,12578.74341543165,73.63341543165097,4
2025-08-20,12543.72341543165,1292.033415431651,3
2025-08-21,12391.253415431653,275.73341543165134,3
2025-08-22,12503.49341543165,275.73341543165134,3
2025-08-25,12449.163415431653,1067.4634154316514,4
2025-08-26,12535.273415431653,679.4234154316518,4
2025-08-27,12496.08341543165,679.4234154316518,4
2025-08-28,12596.70341543165,679.4234154316518,4
2025-08-29,12347.04341543165,679.4234154316518,4
2025-09-02,12257.86341543165,1493.3734154316508,2
2025-09-03,12178.213415431652,1493.3734154316508,2
2025-09-04,12252.393415431652,1493.3734154316508,2
2025-09-05,12227.11341543165,1493.3734154316508,2
2025-09-08,11868.58341543165,8003.883415431651,1
2025-09-09,11913.043415431652,2513.7834154316515,2
2025-09-10,11995.823415431652,2513.7834154316515,2
2025-09-11,12010.513415431651,537.3034154316515,3
2025-09-12,12000.783415431652,537.3034154316515,3
2025-09-15,12072.373415431652,537.3034154316515,3
2025-09-16,12116.663415431653,229.09341543165192,4
2025-09-17,12124.833415431653,2128.133415431652,3
2025-09-18,12306.800215431651,1967.8602154316504,4
2025-09-19,12406.20021543165,1967.8602154316504,4
2025-09-22,12267.71021543165,86.86021543165043,5
2025-09-23,12232.16021543165,2365.1602154316506,4
2025-09-24,12164.02021543165,2365.1602154316506,4
